CATEGORY_TEXT	CONT_SCOPE	FUNC_LOC	ITEM_TITLE	ITEM_DESCRIPTION	STARTUP
Electrical	X	N/A	607-001-SG-601 Grounding	607-001-SG-601 GIS Switcg gear Grounding installation and connection not done.	Y
Electrical	X	N/A	607-001-SG-601 Grounding cableIR	607-001-SG-601 Continuity & Resistance Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-SG-601 Grounding cable terminati	607-001-SG-601 Termination and Torque Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-CP-601 Grounding	607-001-CP-601 local control panel installation and connection of Grounding cable not done.	Y
Electrical	X	N/A	607-001-CP-601 Grounding cableIR	607-001-CP-601 Continuity & Resistance Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-CP-601 Grounding cable terminati	607-001-CP-601 Termination and Torque Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-CP-602 Grounding	607-001-CP-602 local control panel installation and connection of Grounding cable not done.	Y
Electrical	X	N/A	607-001-CP-602 Grounding cableIR	607-001-CP-602 Continuity & Resistance Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-CP-602 Grounding cable terminati	607-001-CP-602 Termination and Torque Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-CP-603 Grounding	607-001-CP-603 local control panel installation and connection of Grounding cable not done.	Y
Electrical	X	N/A	607-001-CP-603 Grounding cableIR	607-001-CP-603 Continuity & Resistance Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-CP-603 Grounding cable terminati	607-001-CP-603 Termination and Torque Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-CP-604 Grounding	607-001-CP-604 local control panel installation and connection of Grounding cable not done.	Y
Electrical	X	N/A	607-001-CP-604 Grounding cableIR	607-001-CP-604 Continuity & Resistance Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-CP-604 Grounding cable terminati	607-001-CP-604 Termination and Torque Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-SG-605 Grounding	607-001-CP-605 local control panel installation and connection of Grounding cable not done.	Y
Electrical	X	N/A	607-001-SG-605 Grounding cableIR	Scope of Work	Y
Electrical	X	N/A	607-001-SG-605 Grounding cable terminati	607-001-CP-605 Termination and Torque Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	601-001-CBD-002 Grounding cableIR	601-001-CBD-002 Continuity & Resistance Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	601-001-CBD-002 Grounding cable terminat	601-001-CBD-002 Termination Torque Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-XFR(T)-001 Grounding	Scope of Work	Y
Electrical	X	N/A	607-001-XFR(T)-006 Grounding	Scope of Work	Y
Electrical	X	N/A	607-001-XFR(T)-010 Grounding	607-001-XFR(T)-010 Neutral grounding of dry type transformer to be done with near grounding busbar	Y
Electrical	X	N/A	607-001-XFR(T)-0011 Grounding	Scope of Work	Y
Electrical	X	N/A	607-001-RP-601 Grounding	607-001-RP-601 Realy panel Installation and connection of Grounding cable not done.	Y
Electrical	X	N/A	607-001-RP-601 Grounding cableIR	607-001-RP-601 Continuity & Resistance Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-RP-601 Grounding cable terminati	Scope of Work	Y
Electrical	X	N/A	607-001-RP-602 Grounding	607-001-RP-602Realy panel Installation and connection of Grounding cable not done.	Y
Electrical	X	N/A	607-001-RP-602 Grounding cableIR	Scope of Work	Y
Electrical	X	N/A	607-001-RP-602 Grounding cable terminati	607-001-RP-602 Termination and Torque Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-RP-603 Grounding	Scope of Work	Y
Electrical	X	N/A	607-001-RP-603 Grounding cableIR	Scope of Work	Y
Electrical	X	N/A	607-001-RP-603 Grounding cable terminati	Scope of Work	Y
Electrical	X	N/A	607-001-RP-604 Grounding	607-001-RP-604 Realy panel Installation and connection of Grounding cable not done.	Y
Electrical	X	N/A	607-001-RP-604 Grounding cableIR	607-001-RP-604 Continuity & Resistance Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-RP-604 Grounding cable terminati	607-001-RP-604 Termination and Torque Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-RP-605 Grounding	Scope of Work	Y
Electrical	X	N/A	607-001-RP-605 Grounding cableIR	Scope of Work	Y
Electrical	X	N/A	607-001-RP-605 Grounding cable terminati	Scope of Work	Y
Electrical	X	N/A	607-001-RP-606 Grounding	Scope of Work	Y
Electrical	X	N/A	607-001-RP-606 Grounding cableIR	Scope of Work	Y
Electrical	X	N/A	607-001-RP-606 Grounding cable terminati	607-001-RP-606 Termination and Torque Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-RP-607 Grounding	Scope of Work	Y
Electrical	X	N/A	607-001-RP-607 Grounding cableIR	Scope of Work	Y
Electrical	X	N/A	607-001-RP-607 Grounding cable terminati	Scope of Work	Y
Electrical	X	N/A	607-001-RP-608 Grounding	Scope of Work	Y
Electrical	X	N/A	607-001-RP-608 Grounding cableIR	Scope of Work	Y
Electrical	X	N/A	607-001-RP-608 Grounding cable terminati	607-001-RP-608 Termination and Torque Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-CP-606 Grounding	Scope of Work	Y
Electrical	X	N/A	607-001-CP-606 Grounding cableIR	Scope of Work	Y
Electrical	X	N/A	607-001-CP-606 Grounding cable terminati	Scope of Work	Y
Electrical	X	N/A	607-001-CP-607 Grounding	Scope of Work	Y
Electrical	X	N/A	607-001-CP-607 Grounding cableIR	Scope of Work	Y
Electrical	X	N/A	607-001-CP-607 Grounding cable terminati	Scope of Work	Y
Electrical	X	N/A	607-001-PSA-001 Grounding	Scope of Work	Y
Electrical	X	N/A	607-001-PSA-001 Grounding cableIR	Scope of Work	Y
Electrical	X	N/A	607-001-PSA-001 Grounding cable terminat	Scope of Work	Y
Electrical	X	N/A	607-001-PSA-002 Grounding	Scope of Work	Y
Electrical	X	N/A	607-001-PSA-002 Grounding cableIR	607-001-PSA-002 Continuity & Resistance Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-PSA-002 Grounding cable terminat	607-001-PSA-002 Termination and Torque Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-PSA-003 Grounding	Scope of Work	Y
Electrical	X	N/A	607-001-PSA-003 Grounding cableIR	Scope of Work	Y
Electrical	X	N/A	607-001-PSA-003 Grounding cable terminat	Scope of Work	Y
Electrical	X	N/A	607-001-FACP-001 Grounding	Scope of Work	Y
Electrical	X	N/A	607-001-FACP-001 Grounding cableIR	Scope of Work	Y
Electrical	X	N/A	607-001-FACP-001 Grounding cable termina	Scope of Work	Y
Electrical	X	N/A	607-001-PSA-004 Grounding	Scope of Work	Y
Electrical	X	N/A	607-001-PSA-004 Grounding cableIR	607-001-PSA-004 Continuity & Resistance Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-PSA-004 Grounding cable terminat	607-001-PSA-004 Termination Torque Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	Relay room Grounding	Door Grounding of Relay room installation not done.	Y
Electrical	X	N/A	Relay room Grounding cableIR	Scope of Work	Y
Electrical	X	N/A	Relay room Grounding cable termination	Scope of Work	Y
Electrical	X	N/A	Relay room busbar identification	Provide Tag number of Busbar inside Relay room and to be reflected to the IFC drawing.	Y
Electrical	X	N/A	Cable Tray relay room	Scope of Work	Y
Electrical	X	N/A	607-001-SG-601 Grounding	Scope of Work	Y
Electrical	X	N/A	607-001-SG-601 Grounding cableIR	Scope of Work	Y
Electrical	X	N/A	607-001-SG-601 Grounding cable terminati	607-001-SG-601 Termination and Torque Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-CP-601 Grounding	607-001-CP-601 local control panel installation and connection of Grounding cable not done.	Y
Electrical	X	N/A	607-001-CP-601 Grounding cableIR	607-001-CP-601 Continuity & Resistance Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-CP-601 Grounding cable terminati	607-001-CP-601 Termination and Torque Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-CP-602 Grounding	607-001-CP-602 local control panel installation and connection of Grounding cable not done.	Y
Electrical	X	N/A	607-001-CP-602 Grounding cableIR	607-001-CP-602 Continuity & Resistance Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-CP-602 Grounding cable terminati	Scope of Work	Y
Electrical	X	N/A	607-001-CP-603 Grounding	607-001-CP-603 local control panel installation and connection of Grounding cable not done.	Y
Electrical	X	N/A	607-001-CP-603 Grounding cableIR	607-001-CP-603 Continuity & Resistance Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-CP-603 Grounding cable terminati	607-001-CP-603 Termination and Torque Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-CP-604 Grounding	Scope of Work	Y
Electrical	X	N/A	607-001-CP-604 Grounding cableIR	607-001-CP-604 Continuity & Resistance Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-CP-604 Grounding cable terminati	Scope of Work	Y
Electrical	X	N/A	607-001-SG-605 Grounding	607-001-CP-605 local control panel installation and connection of Grounding cable not done.	Y
Electrical	X	N/A	607-001-SG-605 Grounding cableIR	607-001-CP-605 Continuity & Resistance Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	607-001-SG-605 Grounding cable terminati	Scope of Work	Y
Electrical	X	N/A	GIS Substation Building	The Air Terminal & Down conductor Installation for the Lightning protection be completed as per the Approved IFC drawing	N
Electrical	X	N/A	GIS Substation Building	The Grounding conductor from the Main grid to the Down conductor ,Proper support to be provided using project approved materials	N
Electrical	X	N/A	GIS Substation Building	The grounding cables from main grid to the Main Safety Ground Busar (MSG) at GIS SWGR room ,relay Room MV & LV Switchgear & Mechanic	Y
Electrical	X	N/A	GIS Substation Building	Earth Resiatance Test & Continuity Test to be conducted at all Main safety Busbar & equipments connected in the GIS SWGR room ,relay	Y
Electrical	X	N/A	GIS Substation Building	Identification tag to be provided for all the ground cables terminated at MSG in the GIS SWGR room ,relay Room, Switchgear & Mechani	N
Electrical	X	N/A	GIS Substation Building	As per the Standard Requirement	N
Electrical	X	N/A	GIS Substation Building	The Air Terminal Install near the Cage ladder , the height of the Air terminal should be greater than Cage /Steel access ladder as p	N
Electrical	X	N/A	GIS Substation Building	Emergency Light Battery backup durartion test to be conducted in GIS SWGR room ,relay Room, MV &LV Switchgear & Mechanical room as m	N
Electrical	X	N/A	GIS Substation Building	Spare grounding provisions shall be provided for the future equipments connection on the Electrical,Instrument & Telecom Busbar at G	N
Electrical	X	N/A	GIS Substation Building	As per the Standard Requirement	N
Electrical	X	N/A	GIS Substation Building	Illumination test to be conducted inside all the S/S interior rooms & external buildings ,the values are within the standard accepta	N
Electrical	X	N/A	GIS Substation Building	The Air Terminal & Down conductor Installation for the Lightning protection be completed as per the Approved IFC drawing	N
Electrical	X	N/A	GIS Substation Building	The Grounding conductor from the Main grid to the Down conductor ,Proper support to be provided using project approved materials	N
Electrical	X	N/A	GIS Substation Building	Standard Requirement for Equipment & Personal Safety	Y
Electrical	X	N/A	GIS Substation Building	Earth Resiatance Test & Continuity Test to be conducted at all Main safety Busbar & equipments connected in the GIS SWGR room ,relay	Y
Electrical	X	N/A	GIS Substation Building	Identification tag to be provided for all the ground cables terminated at MSG in the GIS SWGR room ,relay Room, Switchgear & Mechani	N
Electrical	X	N/A	GIS Substation Building	Luminaires and control switches shall be marked (tagged) with circuit number and panel board number in GIS SWGR room ,relay Room, MV	N
Electrical	X	N/A	GIS Substation Building	The Air Terminal Install near the Cage ladder , the height of the Air terminal should be greater than Cage /Steel access ladder as p	N
Electrical	X	N/A	GIS Substation Building	Emergency Light Battery backup durartion test to be conducted in GIS SWGR room ,relay Room, MV &LV Switchgear & Mechanical room as m	N
Electrical	X	N/A	GIS Substation Building	Spare grounding provisions shall be provided for the future equipments connection on the Electrical,Instrument & Telecom Busbar at G	N
Electrical	X	N/A	GIS Substation Building	As per the Standard Requirement	N
Electrical	X	N/A	GIS Substation Building	Illumination test to be conducted inside all the S/S interior rooms & external buildings ,the values are within the standard accepta	N
Civil	X	N/A	Substation Bldg	Complete installing foundation platform A	N
Civil	X	N/A	Substation Bldg	To maintain safe work environment	N
Civil	X	N/A	Substation Bldg	To maintain safe work environment	N
Civil	X	N/A	Substation Bldg	To maintain safe work environment	N
Civil	X	N/A	Substation Bldg	To maintain safe work environment	N
Civil	X	N/A	Substation Bldg	To maintain safe work environment	N
Civil	X	N/A	Substation Bldg	To maintain safe work environment	N
Civil	X	N/A	Substation Bldg	To maintain safe work environment	N
Civil	X	N/A	Substation Bldg	Complete installing tow doors (real Room)	N
Civil	X	N/A	Substation Bldg	Apply final floor coating (real Room)	N
Civil	X	N/A	Substation Bldg	Complete installing tow doors (Switchgear room)	N
Civil	X	N/A	Substation Bldg	To maintain safe work environment	N
Civil	X	N/A	Substation Bldg	To maintain safe work environment	N
Civil	X	N/A	Substation Bldg	To maintain safe work environment	N
Civil	X	N/A	Substation Bldg	Complete installing concrete ramp and coat (Mechanical Room)	N
Civil	X	N/A	Substation Bldg	Installation one door ( battery room)	N
Civil	X	N/A	Substation Bldg	To maintain safe work environment	N
Civil	X	N/A	Substation Bldg	To maintain safe work environment	N
Civil	X	N/A	Substation Bldg	To maintain safe work environment	N
Civil	X	N/A	Substation Bldg	To maintain safe work environment	N
Electrical	X	N/A	GIS room Grounding	Door Grounding of GIS room installation not done.	Y
Electrical	X	N/A	GIS room Grounding cableIR	Scope of Work	Y
Electrical	X	N/A	GIS room Grounding cable termination	Scope of Work	Y
Electrical	X	N/A	GIS Flatform Grounding	Scope of Work	Y
Electrical	X	N/A	GIS Flatform Grounding cableIR	GIS Flatform Continuity & Resistance Test for Grounding conductor not done.	Y
Electrical	X	N/A	GIS Flatform Grounding cable termination	GIS Flatform Termination Torque Test for Grounding conductor not done.	Y
Electrical	X	N/A	GIS cable tray Grounding	Scope of Work	Y
Electrical	X	N/A	Test Well	Scope of Work	Y
Electrical	X	N/A	Main Grid Substation	Scope of Work	Y
Electrical	X	N/A	Grounding in Cellar room	Installation & Testing of Grounding in Cellar room below GIS bldg.	Y
Electrical	X	N/A	Vertical Cable Tray Grounding	Vertical Cable Tray infront of Substation Grounding installation not done.	Y
Electrical	X	N/A	Vertical Cable Tray Grounding cableIR	Vertical Cable Tray infront of Substation Continuity & Resistance Test for Grounding conductor not done.	Y
Electrical	X	N/A	Vertical Cable Tray Grounding cable term	Vertical Cable Tray infront of Substation room Termination Torque Test for Grounding conductor not done.	Y
Electrical	X	N/A	Steel Ladder Grounding	Steel Ladder infront of Substation Grounding installation not done.	Y
Electrical	X	N/A	Steel Ladder Grounding cableIR	Steel Ladder infront of Substation Continuity & Resistance Test for Grounding conductor not done.	Y
Electrical	X	N/A	Steel Ladder Grounding cable termination	Scope of Work	Y
Electrical	X	N/A	607-001-DSW(D)-006 Grounding	Scope of Work	Y
Electrical	X	N/A	607-001-DSW(D)-006 Grounding cableIR	Scope of Work	Y
Electrical	X	N/A	607-001-SG-001 Grounding cable terminati	Scope of Work	Y
Electrical	X	N/A	607-001-DSW(D)-008 Grounding	Scope of Work	Y
Electrical	X	N/A	607-001-DSW(D)-008 Grounding cableIR	Scope of Work	Y
Electrical	X	N/A	607-001-DSW(D)-008 Grounding cable termi	607-001-DSW(D)-008 Termination Torque Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	ACCU-2A Grounding	Scope of Work	Y
Electrical	X	N/A	ACCU-2A Grounding cableIR	ACCU-2A Continuity & Resistance Test for Equipment Grounding conductor not t done.	Y
Electrical	X	N/A	ACCU-2A Grounding cable termination	ACCU-2A Termination Torque Test for Equipment Grounding conductor not done.	Y
Electrical	X	N/A	ACCU-2B Grounding	Scope of Work	Y
Electrical	X	N/A	ACCU-2B Grounding cableIR	Scope of Work	Y
Electrical	X	N/A	ACCU-2B Grounding cable termination	Scope of Work	Y
Electrical	X	N/A	Lightning Arrester	Scope of Work	Y
Electrical	X	N/A	Lightning ArresterConductor	Scope of Work	Y
Electrical	X	N/A	Test Terminal	Scope of Work	Y
Electrical	X	N/A	Down conductor	Scope of Work	Y
Electrical	X	N/A	earth testimg	Scope of Work	Y
Electrical	X	N/A	Air terminal torque testing	Scope of Work	Y
Electrical	X	N/A	substation Maingrid	Scope of Work	Y
Electrical	X	N/A	Exit Light Installation	Scope of Work	Y
Electrical	X	N/A	Outdoor Lighting	Scope of Work	Y
Electrical	X	N/A	Outdoor Lighting IR test	Scope of Work	Y
Electrical	X	N/A	illumination Testing	Perform Functional and illumination Testing of Lighting System inside Switchgear room.	Y
Electrical	X	N/A	Functional test Battery room.	Scope of Work	Y
Electrical	X	N/A	Functional test Mechanical room	Scope of Work	Y
Electrical	X	N/A	Functional test Relay room.	Perform Functional and illuminationl Testing of Lighting System inside Relay room.	Y
Electrical	X	N/A	Functional test GIS room	Perform Functional and illumination Testing of Lighting System inside GIS room.	Y
Electrical	X	N/A	Functional test Outdoor Lighting	Perform Functional and illuminationTesting of Lighting System in Outdoor Lighting in Substation.	Y
Electrical	X	N/A	identification tag Switchgear room	Provide Individual Tag # for all Lighting Fixtures inside Switchgear room and shall be reflected in the IFC drawing.	Y
Electrical	X	N/A	identification tag Battery room	Provide Individual Tag # for all Lighting Fixtures inside Battery room and shall be reflected in the IFC drawing.	Y
Electrical	X	N/A	identification tag Mechanical room	Scope of Work	Y
Electrical	X	N/A	identification tag Relay room	Scope of Work	Y
Electrical	X	N/A	identification tag GIS room	Scope of Work	Y
Electrical	X	N/A	identification tag Out door lighting	Provide Individual Tag # for all Lighting Fixtures for Outdoor Ligthing and shall be reflected in the IFC drawing.	Y
Electrical	X	N/A	identification tag lighting switches	Scope of Work	Y
Structural	X	N/A	Landing Steel platform	Scope of work	Y
Structural	X	N/A	Cage ladder	Scope of work	Y
Mechanical	X	N/A	Acid neutralization tank	Acid neutralization tank to be installed in nuetralization tank pit.	Y
Plumbing	X	N/A	P-Trap	Complete Installation of all floor drains with P-trap and cleanouts in SS building	Y
Plumbing	X	N/A	Hose Bibb battery Room	Complete installation of 1/2 inch hose bibs with vacuum breaker for Battery room inside SS building	Y
Plumbing	X	N/A	Hose Bibb Mech Room	Complete Installation of 1/2 inch hose bibs with vacuum breaker at HVAC equipment room (Mechanical Room) for Substation Building	Y
Plumbing	X	N/A	Isolation valve	Complete and provide the installation report for all isolation valves for potable water network in SS building	Y
Plumbing	X	N/A	Trap primer valve	Complete the installation of Trap primer valve and solenoid valve -Mechanical Room	Y
Plumbing	X	N/A	Drainage piping	Scope of Work	Y
Plumbing	X	N/A	drainage vend	Scope of Work	N
Plumbing	X	N/A	drainage leak test	Scope of Work	Y
Plumbing	X	N/A	Neutralization tank	Scope of Work	Y
Plumbing	X	N/A	Oily water neutralization tank	Scope of Work	Y
Plumbing	X	N/A	Emergency Eyewash	Scope of Work	Y
Plumbing	X	N/A	Emergency Eye wash	Scope of Work	N
Plumbing	X	N/A	Emergency Eye wash	Scope of Work	N
Plumbing	X	N/A	P-Trap-AHU	Scope of Work	N
Plumbing	X	N/A	storm water	Complete the installation of all Down spouts for storm water in SS building	N
Plumbing	X	N/A	funnel drain	Complete the installation of funnel drain for AHU-1 & AHU -2 at SS Building.	N
Plumbing	X	N/A	vent cowl	Scope of Work	N
Plumbing	X	N/A	weather jacketing	Scope of Work	Y
Plumbing	X	N/A	VTR and floor Slab	Scope of Work	N
Plumbing	X	N/A	Trap primer Raw water line	Complete the installation of Trap primer Raw water line from Trap Primer valve(TPV) connected to floor drain inside Mechanical room.	Y
Plumbing	X	N/A	installation of CPVC	Complete the installation of CPVC sch 80 drinking water supply line for Emergency Eye wash at battery room, SS building.	Y
Plumbing	X	N/A	Installation of Galvanize supports	Scope of Work	Y
Plumbing	X	N/A	material receiving inspection for GI sup	Provide material receiving inspection for GI supports to be used in Battery room in SS building.	N
Plumbing	X	N/A	installation of isolation valve	Complete the installation of isolation valve for RAW and Drinking water supply line inside the valve box of SS building	Y
Plumbing	X	N/A	service test for Raw and Drinking water	Scope of Work	Y
Plumbing	X	N/A	potable water network	Conduct Disinfection and provide the certificate for potable water network, prior to put in service. RFI shall be provide for verifi	Y
Plumbing	X	N/A	paint touchups for Scupper Drains	Repair and paint touchups for Scupper Drains in SS building.	N
Plumbing	X	N/A	functional test for Traps,	Conduct functional test for Traps, drains and Underground sever network in SS building.	Y
Plumbing	X	N/A	roof drains	Scope of Work	N
Plumbing	X	N/A	DW and RW installation	Scope of Work	Y
Plumbing	X	N/A	epoxy paint	Scope of Work	N
Plumbing	X	N/A	Electric water heater	Complete the installation of Electric water heater of SS building	Y
Plumbing	X	N/A	t and cold water supply line	Scope of Work	Y
Plumbing	X	N/A	Functional test for Electric Water Heate	Scope of Work	Y
Plumbing	X	N/A	supports for electric water heater	Scope of Work	N
Plumbing	X	N/A	insulation for hot water line	Scope of Work	Y
Plumbing	X	N/A	Hydrotest for all water supply line	Scope of Work	Y
Plumbing	X	N/A	Installation of Flange connection	Scope of Work	Y
Plumbing	X	N/A	installation of supports for DWV piping	Scope of Work	N
Plumbing	X	N/A	leak test for all DWV pipes	Scope of Work	Y
Plumbing	X	N/A	Escutcheon plates	Scope of Work	Y
Plumbing	X	N/A	flanges and bolt torqueing	Scope of Work	Y
Plumbing	X	N/A	functional test for all floor drains	Scope of Work	Y
Plumbing	X	N/A	installation of FE-1 and FE-2 extinguish	Complete the installation of FE-1 and FE-2 extinguishers on designated area as per IFC drawings in SS building	Y
Plumbing	X	N/A	carbon dioxide extinguishers	Complete the installation of carbon dioxide extinguishers on designated area as per IFC drawings in SS building.	Y
Plumbing	X	N/A	identification numbers and red backgroun	Provide unique identification numbers and red background for Fire extinguishers in SS building.	N
Plumbing	X	N/A	cleaned and touchup	Scope of Work	N
Plumbing	X	N/A	Pipe sleeves seal	Pipe sleeves shall be completely sealed with Aramco approved fire rated sealant	N
Plumbing	X	N/A	insulation for drain line of electric wa	Provide insulation for drain line of electric water heater in SS building.	N
Plumbing	X	N/A	color coding for portable line	Tagging/Arrow direction/color coding for portable line shall be completed in SS building.	N
Plumbing	X	N/A	PRV	Scope of Work	Y
Plumbing	X	N/A	Repair and paint touchups	Scope of Work	N
Plumbing	X	N/A	unique identification numbers	Scope of Work	N
Plumbing	X	N/A	stud bolts and nuts	Scope of Work	N
Plumbing	X	N/A	material inspection report for roof drai	Scope of Work	N
Plumbing	X	N/A	water hammer arrestor	Completer the installation of water hammer arrestor in SS building.	Y
Plumbing	X	N/A	Cleanouts	Cleanouts shall be provided at accessible locations as per IFC drawing in SS building.	N
Plumbing	X	N/A	neoprene wrapping	Scope of Work	N
Plumbing	X	N/A	DWV fixtures and accessories	Scope of Work	N
Plumbing	X	N/A	material receiving inspection report for	Scope of Work	N
Plumbing	X	N/A	CPVC pipes for potable network	Scope of Work	N
Plumbing	X	N/A	functional test for Emergency Eye wash	Scope of Work	Y
Plumbing	X	N/A	Functional test for Scupper drain	Scope of Work	Y
Plumbing	X	N/A	house keeping	Scope of Work	N
Structural	X	N/A	PMCC 1A - GIS Substation Building	Scope of work	Y
Civil	X	N/A	Vendor drawings	All as built drawing shall be uploaded to iplant including the Vendor drawings that has to be converted to engineering drawings. In	N
Electrical	X	N/A	Overhead Crane	Overhead Crane certification to be provided	Y
Mechanical	X	N/A	Aluminum Louve	Aluminum Louver at the bottome of GIS room is not installed	Y
Civil	X	N/A	 steel Platform	No steel Platform is installed (as per IFC) in front of the Roll-Up gate of the GIS Room	N
Civil	X	N/A	Steel Landing	Steel Landing for the access door east side of the GIS room is not installed	N
Civil	X	N/A	door installation	Some of the door installation and Ramp landing are incomplete	N
Civil	X	N/A	ducts	Some ducts are without cladding	N
Structural	X	N/A	PMCC 1A - GIS Substation Building	 Safety yellow shall be applied prior to instal for the Cage ladders	Y
Structural	X	N/A	PMCC 1A - GIS Substation Building	Touch repair to be done for the Cable tray support	Y
HVAC	X	N/A	Cable Activities	Scope of work	Y
HVAC	X	N/A	Cable Identification	Scope of work	Y
HVAC	X	N/A	Device Tag	Scope of work	N
HVAC	X	N/A	Conduit Identification	Scope of work	Y
HVAC	X	N/A	Cable Activities	Scope of work	Y
HVAC	X	N/A	Cable Identification	T-1 cable and wires to be identified.	Y
HVAC	X	N/A	Device Tag	Scope of work	N
HVAC	X	N/A	Conduit Installation	Scope of work	Y
HVAC	X	N/A	Conduit Identification	Scope of work	Y
HVAC	X	N/A	Cable Activities	FSD-7 cable to be pulled, terminated and tested.	Y
HVAC	X	N/A	Cable Identification	Scope of work	Y
HVAC	X	N/A	Device Tag	FSD-7 phenolic tag to be provided.	N
HVAC	X	N/A	Conduit Installation	FSD-1 conduit to be installed.	N
HVAC	X	N/A	Conduit Identification	Scope of work	N
HVAC	X	N/A	Cable Activities	FSD-1 cable to be pulled, terminated and tested.	Y
HVAC	X	N/A	Cable Identification	FSD-1 cable and wires to be identified.	Y
HVAC	X	N/A	Device Tag	FSD-1 phenolic tag to be provided.	N
HVAC	X	N/A	Conduit Installation	MD-2 conduit to be installed.	Y
HVAC	X	N/A	Conduit Identification	MD-2 conduit to be idenrified.	Y
HVAC	X	N/A	Cable Activities	Scope of work	Y
HVAC	X	N/A	Cable Identification	Scope of work	Y
HVAC	X	N/A	Device Tag	MD-2 phenolic tag to be provided.	N
HVAC	X	N/A	Conduit Installation	MD-3 conduit to be installed.	Y
HVAC	X	N/A	Conduit Identification	MD-3 conduit to be idenrified.	Y
HVAC	X	N/A	Cable Activities	MD-3 cable to be pulled, terminated and tested.	Y
HVAC	X	N/A	Cable Identification	MD-3 cable and wires to be identified.	Y
HVAC	X	N/A	Device Tag	MD-3 phenolic tag to be provided.	N
HVAC	X	N/A	Conduit Installation	MD-4 conduit to be installed.	Y
HVAC	X	N/A	Conduit Identification	MD-4 conduit to be idenrified.	Y
HVAC	X	N/A	Cable Activities	MD-4 cable to be pulled, terminated and tested.	Y
HVAC	X	N/A	Cable Identification	MD-4 cable and wires to be identified.	Y
HVAC	X	N/A	Device Tag	Scope of work	N
HVAC	X	N/A	Conduit Installation	MD-5 conduit to be installed.	Y
HVAC	X	N/A	Conduit Identification	MD-5 conduit to be idenrified.	Y
HVAC	X	N/A	Cable Activities	MD-5 cable to be pulled, terminated and tested.	Y
HVAC	X	N/A	Cable Identification	Scope of work	Y
HVAC	X	N/A	Device Tag	Scope of work	N
HVAC	X	N/A	Conduit Installation	Scope of work	Y
HVAC	X	N/A	Conduit Identification	Scope of work	Y
HVAC	X	N/A	Cable Activities	Scope of work	Y
HVAC	X	N/A	Cable Identification	Scope of work	Y
HVAC	X	N/A	Device Tag	Scope of work	N
HVAC	X	N/A	Conduit Installation	Scope of work	Y
HVAC	X	N/A	Conduit Identification	FSD-8 conduit to be identified.	Y
HVAC	X	N/A	Cable Activities	FSD-8 cable to be pulled, terminated and tested.	Y
HVAC	X	N/A	Cable Identification	FSD-8 cable and wires to be identified.	Y
HVAC	X	N/A	Device Tag	FSD-8 phenolic tag to be provided.	N
HVAC	X	N/A	Conduit Installation	FSD-11 conduit to be installed.	Y
HVAC	X	N/A	Conduit Identification	FSD-11 conduit to be identified.	Y
HVAC	X	N/A	Cable Activities	FSD-11 cable to be pulled, terminated and tested.	Y
HVAC	X	N/A	Cable Identification	Scope of work	Y
HVAC	X	N/A	Device Tag	Scope of work	N
HVAC	X	N/A	Conduit Installation	MD-6 conduit to be installed.	Y
HVAC	X	N/A	Conduit Identification	MD-6 conduit to be idenrified.	Y
HVAC	X	N/A	Cable Activities	Scope of work	Y
HVAC	X	N/A	Cable Identification	MD-6 cable and wires to be identified.	Y
