CATEGORY_TEXT	CONT_SCOPE	FUNC_LOC	ITEM_TITLE	ITEM_DESCRIPTION	STARTUP
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Termination Torque Testing with Tag No#CC-13519 From 369-019-MCC-202 To 369-IRP-204. (Reference Drawing #369-P-CD	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Glanding and Termination with Tag No#CC-13524 From 369-019-MCC-201 To 369-IRP-205. (Reference Drawing #369-P-CD-0	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Termination Torque Testing with Tag No#CC-13524 From 369-019-MCC-201 To 369-IRP-205. (Reference Drawing #369-P-CD	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Laying /Pulling with Tag No# CC-13528 From 369-019-MCC-202 To 369-IRP-205. (Reference Drawing #369-P-CD-082861)	Y
Fire Protection	X	N/A	Fire Alarm Control	NFPA 72	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Glanding and Termination with Tag No#CC-13529 From 369-019-MCC-202 To 369-IRP-205. (Reference Drawing #369-P-CD-0	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Continuity and IR Testing with Tag No# CC-13529 From 369-019-MCC-202 To 369-IRP-205. (Reference Drawing #369-P-CD	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Grounding System	Complete The Grounding Cable Laying/Pulling With Permanent Identification Tag for 369-019-SG-001. (Reference Drawing #369-P-CB-08300	Y
Electrical	X	N/A	Grounding System	Complete the Grounding Cable Continuity for 369-019-SG-001. (Reference Drawing #369-P-CB-083009-001-0A2)	Y
Electrical	X	N/A	Grounding System	Complete the Grounding Cable Termination Torqueing Testing for 369-019-SG-001. (Reference Drawing #369-P-CB-083009-001-0A2)	Y
IT	X	N/A	Fiber patch panel is not labeled	Fiber patch panel is not labeled	N
DCS	X	N/A	labeling missing in Smoke detectors	the labeling of Smoke detectors have to be installed.	N
Electrical	X	N/A	Electrical Equipment Testing	Complete the Bus Bar Torqueing, IR, Hipot, Contact Resistance for 369-019-SG-001. (Reference Drawing #369-P-CB-082841-001-0A2)	Y
Electrical	X	N/A	Electrical Equipment Testing	Scop of Work	Y
Electrical	X	N/A	Electrical Equipment Testing	Scop of Work	Y
Electrical	X	N/A	Breaker Installation	Scop of Work	Y
Electrical	X	N/A	Electrical Equipment Testing	Scop of Work	Y
Electrical	X	N/A	Electrical Equipment Testing	Complete The Cleaning inside/outside and tope side of 369-019-SG-001 . (Reference Drawing #369-P-CB-082841-001-0A2)	Y
Electrical	X	N/A	Electrical Power Cable	"Complete the Cable Glanding and Termination with Tag No#PC-14295 From 
369-019-PP-006 To 369-019-SG-001, BUS-A. (Reference Drawing
"	Y
Electrical	X	N/A	Electrical Power Cable	"Complete the Cable Continuity and IR Testing with Tag No# PC-14295 From 
369-019-PP-006 To 369-019-SG-001, BUS-A. (Reference Drawin"	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Fire Protection	X	N/A	Fire Alarm Control Panel	NFPA 72	Y
Electrical	X	N/A	Electrical Power Cable	"Complete the Cable Glanding and Termination with Tag No#PC-14296 From 
369-019-PP-007 To 369-019-SG-001, BUS-B. (Reference Drawing
"	Y
Electrical	X	N/A	Electrical Power Cable	"Complete the Cable Continuity and IR Testing with Tag No# PC-14296 From 
369-019-PP-007 To 369-019-SG-001, BUS-B. (Reference Drawin"	Y
Electrical	X	N/A	Electrical Power Cable	"Complete the Cable Termination Torque Testing with Tag No#PC-14296 From
369-019-PP-007 To 369-019-SG-001, BUS-B. (Reference Drawin
"	Y
Electrical	X	N/A	Grounding System	Scop of Work	Y
Electrical	X	N/A	Grounding System	Scop of Work	Y
Electrical	X	N/A	Grounding System	Scop of Work	Y
Electrical	X	N/A	Grounding System	Complete The Grounding Cable Laying/Pulling With Permanent Identification Tag for 369-019-MCC-002. (Reference Drawing #369-P-CB-0830	Y
Electrical	X	N/A	Grounding System	Complete the Grounding Cable Continuity for 369-019-MCC-002. (Reference Drawing #369-P-CB-083009-001-0A2)	Y
Electrical	X	N/A	Grounding System	Scop of Work	Y
Electrical	X	N/A	Electrical Equipment Testing	Complete the Bus Bar Torqueing, IR, Hipot, Contact Resistance for 369-019-MCC-001. (Reference Drawing #369-P-CB-082819-001-00)	Y
Fire Protection	X	N/A	Fire Alarm Control Panel	NFPA 72	Y
Electrical	X	N/A	Electrical Equipment Testing	Scop of Work	Y
Electrical	X	N/A	Electrical Equipment Testing	Scop of Work	Y
Electrical	X	N/A	Electrical Equipment Testing	Scop of Work	Y
Electrical	X	N/A	Electrical Equipment Cleaning	Scop of Work	Y
Electrical	X	N/A	Electrical Equipment Testing	Scop of Work	Y
Electrical	X	N/A	Electrical Equipment Testing	Scop of Work	Y
Electrical	X	N/A	Electrical Equipment Testing	Scop of Work	Y
Electrical	X	N/A	Electrical Equipment Testing	Scop of Work	Y
Electrical	X	N/A	Electrical Equipment Testing	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Fire Protection	X	N/A	FACP	NFPA 72	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Laying /Pulling with Tag No# PC-14300 From 369-019-SG-001 To 369-019-MCC-002. (Reference Drawing #369-P-CB-082823	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Termination with Tag No# PC-14299 From 369-019-SG-001 To 369-019-MCC-001. (Reference Drawing #369-P-CB-082819-001	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Termination with Tag No# PC-14300 From 369-019-SG-001 To 369-019-MCC-002. (Reference Drawing #369-P-CB-082823-002	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Equipment Installation	Complete the Battery Charger Installation with Tag No# 369-019-BC-001/002. (Reference Drawing #369-P-CB-082841-001-0A2)	Y
Electrical	X	N/A	Grounding System	Complete The Grounding Cable Laying/Pulling With Permanent Identification Tag for 369-019-BC-001/002. (Reference Drawing #369-P-CB-0	Y
Electrical	X	N/A	Grounding System	Scop of Work	Y
DCS	X	N/A	lifting bolts missing in IRPs cabinets	lifting bolts of IRPs' cabinets are missing and shall be installed as per the material specification sheet for instrument control ca	N
Electrical	X	N/A	Grounding System	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Laying /Pulling with Tag No# PC-14411 From 369-019-MCC-001 To 369-019-BC-001. (Reference Drawing #369-P-CB-082819	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Laying /Pulling with Tag No# PC-14412 From 369-019-MCC-002 To 369-019-BC-002. (Reference Drawing #369-P-CB-082823	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Glanding and Termination with Tag No# PC-14411 From 369-019-MCC-001 To 369-019-BC-001. (Reference Drawing #369-P-	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Glanding and Termination with Tag No# PC-14412 From 369-019-MCC-002 To 369-019-BC-002. (Reference Drawing #369-P-	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Continuity and IR Testing with Tag No# PC-14411 From 369-019-MCC-001 To 369-019-BC-001. (Reference Drawing #369-P	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Continuity and IR Testing with Tag No# PC-14412 From 369-019-MCC-002 To 369-019-BC-002. (Reference Drawing #369-P	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Grounding System	Scop of Work	Y
Electrical	X	N/A	PMCC-05-ELCT-PIB-19	Scope of work	Y
Electrical	X	N/A	Grounding System	Scop of Work	Y
Electrical	X	N/A	Grounding System	Complete the Grounding Cable Termination Torqueing Testing for 369-019-PP-006. (Reference Drawing #369-P-CB-083009-001-0A2)	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Glanding and Termination with Tag No#PC-14417 From 369-019-BC-001/002 To 369-019-PP-006. (Reference Drawing #369-	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	"Complete the Cable Continuity and IR Testing with Tag No# PC-14277 From 
369-019-PP-006 To 369-019-SG-301, BUS-A. (Reference Drawin"	Y
Electrical	X	N/A	Electrical Power Cable	"Complete the Cable Termination Torque Testing with Tag No#PC-14277 From
369-019-PP-006 To 369-019-SG-301, BUS-A. (Reference Drawin
"	Y
Electrical	X	N/A	Electrical Power Cable	"Complete the Cable Glanding and Termination with Tag No#PC-14297 From 
369-019-PP-006 To 369-019-SG-201 ,BUS-A. (Reference Drawing
"	Y
Electrical	X	N/A	metal nameplate is missing in LV Panel	metal nameplate is missing in one of power cable entering from below the LV Panel	N
Electrical	X	N/A	Electrical Power Cable	"Complete the Cable Continuity and IR Testing with Tag No# PC-14297 From 
369-019-PP-006 To 369-019-SG-201 ,BUS-A. (Reference Drawin"	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	"Complete the Cable Continuity and IR Testing with Tag No# PC-14420 From 
369-019-PP-006 To 
369-019-CP-005. (Reference Drawing #36"	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	"Complete the Cable Continuity and IR Testing with Tag No# PC-14422 From 
369-019-PP-006 To 369-019-PSA-001, CABINET-001. (Reference"	Y
Electrical	X	N/A	Arc Flash Labels for 240V and above equi	Required as per MCC GI, related to safe operation of substation and associated equipment	Y
Electrical	X	N/A	Electrical Power Cable	"Complete the Cable Termination Torque Testing with Tag No#PC-14422 From
369-019-PP-006 To 369-019-PSA-001, CABINET-001. (Reference
"	Y
Electrical	X	N/A	Electrical Power Cable	"Complete the Cable Glanding and Termination with Tag No#PC-14423 From 
369-019-PP-006 To 369-019-PSA-001, CABINET-002. (Reference D"	Y
Electrical	X	N/A	Electrical Power Cable	"Complete the Cable Continuity and IR Testing with Tag No# PC-14423 From 
369-019-PP-006 To 369-019-PSA-001, CABINET-002. (Reference"	Y
Electrical	X	N/A	Electrical Power Cable	"Complete the Cable Termination Torque Testing with Tag No#PC-14423 From
369-019-PP-006 To 369-019-PSA-001, CABINET-002. (Reference
"	Y
Electrical	X	N/A	Electrical Power Cable	"Complete the Cable Glanding and Termination with Tag No#PC-14424 From 
369-019-PP-006 To 369-019-PSA-001, CABINET-003. (Reference D"	Y
Electrical	X	N/A	Electrical Power Cable	"Complete the Cable Continuity and IR Testing with Tag No# PC-14424 From 
369-019-PP-006 To 369-019-PSA-001, CABINET-003. (Reference"	Y
Electrical	X	N/A	Electrical Power Cable	"Complete the Cable Termination Torque Testing with Tag No#PC-14424 From
369-019-PP-006 To 369-019-PSA-001, CABINET-003. (Reference
"	Y
Electrical	X	N/A	Grounding System	Scop of Work	Y
Electrical	X	N/A	Grounding System	Scop of Work	Y
Electrical	X	N/A	Grounding System	Scop of Work	Y
Electrical	X	N/A	Substation No. 19 Building No. Signage	Install Substation No. 19 building signage	N
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Glanding and Termination with Tag No#PC-14418 From 369-019-BC-001/002 To 369-019-PP-007. (Reference Drawing #369-	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Continuity and IR Testing with Tag No# PC-14418 From 369-019-BC-001/002 To 369-019-PP-007. (Reference Drawing #36	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Substation Bldg. Windsock	Install substation building windsock	N
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	"Complete the Cable Glanding and Termination with Tag No#PC-14425 From 
369-019-PP-007 To 369-019-PSA-001, CABINET-001. (Reference D"	Y
Electrical	X	N/A	Electrical Power Cable	"Complete the Cable Laying /Pulling with Tag No# PC-14425 From 
369-019-PP-007 To 369-019-PSA-001, CABINET-001. (Reference Drawing #"	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	"Complete the Cable Termination Torque Testing with Tag No#PC-14425 From
369-019-PP-007 To 369-019-PSA-001, CABINET-001. (Reference
"	Y
Electrical	X	N/A	Electrical Power Cable	"Complete the Cable Laying /Pulling with Tag No#PC-14426 From 
369-019-PP-007 To 369-019-PSA-001, CABINET-002. (Reference Drawing #3"	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
IT	X	N/A	UTP patch panel is not labeled	UTP patch panel is not labeled	N
Civil	X	N/A	Substation doors, guard railings and bol	Required as per MCC GI, related to safe operation of substation and associated equipment	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	"Complete the Cable Termination Torque Testing with Tag No#PC-14427 From
369-019-PP-007 To 369-019-PSA-001, CABINET-003. (Reference
"	Y
Electrical	X	N/A	Grounding System	Scop of Work	Y
Electrical	X	N/A	Grounding System	Scop of Work	Y
Electrical	X	N/A	Grounding System	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	SPDP package for all Substation No. 19 E	Required as per MCC GI, related to safe operation of substation and associated equipment	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Laying /Pulling with Tag No# CC-13674 From 369-019-BC-001 To DSW FOR BATTERY BANK-1 369-019-DSW-001. (Reference D	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Grounding System	Scop of Work	Y
Electrical	X	N/A	Grounding System	Scop of Work	Y
Electrical	X	N/A	Grounding System	Complete the Grounding Cable Termination Torqueing Testing for 369-019-DSW-002. (Reference Drawing #369-P-CB-083009-001-0A2)	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Laying /Pulling with Tag No# PC-14415 From BATTERY CHARGER 369-019-BC-002 To DSW FOR BATTERY BANK-2 369-019-DSW-0	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Glanding and Termination with Tag No#PC-14415 From BATTERY CHARGER 369-019-BC-002 To DSW FOR BATTERY BANK-2 369-0	Y
Electrical	X	N/A	Special tools and equipment	Required as per MCC GI, related to safe operation of substation and associated equipment	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Laying /Pulling with Tag No# CC-13675 From 369-019-BC-002 To DSW FOR BATTERY BANK-2 369-019-DSW-002. (Reference D	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Glanding and Termination with Tag No#CC-13675 From 369-019-BC-002 To DSW FOR BATTERY BANK-2 369-019-DSW-002. (Ref	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Continuity and IR Testing with Tag No# CC-13675 From 369-019-BC-002 To DSW FOR BATTERY BANK-2 369-019-DSW-002. (R	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Grounding System	Scop of Work	Y
Electrical	X	N/A	Grounding System	Scop of Work	Y
Electrical	X	N/A	Grounding System	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Tools and PPE Cabinets	Need to be completed prior to approval of final MCC	N
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Continuity and IR Testing with Tag No# PC-14414 From 369-019-DSW-001 To 369-019-SB-001. (Reference Drawing #369-P	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Termination Torque Testing with Tag No#PC-14414 From 369-019-DSW-001 To 369-019-SB-001. (Reference Drawing #369-P	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Laying /Pulling with Tag No# CC-13670 From 369-019-BC-001 To TEMP. SENSOR JUNCTION BOX (369-019-JB-012). (Referen	Y
Electrical	X	N/A	Electrical Control Cable	"Complete the Cable Glanding and Termination with Tag No#CC-13670 From 369-019-BC-001 To TEMP. SENSOR JUNCTION BOX (369-019-JB-012).
"	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Continuity and IR Testing with Tag No# CC-13670 From 369-019-BC-001 To TEMP. SENSOR JUNCTION BOX (369-019-JB-012)	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Termination Torque Testing with Tag No#CC-13670 From 369-019-BC-001 To TEMP. SENSOR JUNCTION BOX (369-019-JB-012)	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	A0 Single Line Diagram	Provide A0 size latest copy of overall single line diagram to be hanged with a frame inside switchgear room of Substation 19.	N
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Equipment Installation	Scop of Work	Y
Electrical	X	N/A	Electrical Equipment Installation	Complete The Battery Installation in Battery Rack A 369-019-SB-001. (Reference Drawing #369-A-CB-082841-001-0A2)	Y
Electrical	X	N/A	Electrical Equipment Installation	Complete The Battery Connection and Torqueing in Battery Rack A 369-019-SB-001. (Reference Drawing #369-A-CB-082841-001-0A2)	Y
Electrical	X	N/A	Grounding System	Complete The Grounding Cable Laying/Pulling With Permanent Identification Tag for 369-019-SB-002. (Reference Drawing #369-P-CB-08300	Y
Electrical	X	N/A	Grounding System	Complete the Grounding Cable Continuity for 369-019-SB-002. (Reference Drawing #369-P-CB-083009-001-0A2)	Y
Electrical	X	N/A	Grounding System	Complete the Grounding Cable Termination Torqueing Testing for 369-019-SB-002. (Reference Drawing #369-P-CB-083009-001-0A2)	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Laying /Pulling with Tag No# PC-14416 From 369-019-DSW-002 To 369-019-SB-002. (Reference Drawing #369-P-CD-082861	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Glanding and Termination with Tag No#PC-14416 From 369-019-DSW-002 To 369-019-SB-002. (Reference Drawing #369-P-C	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Continuity and IR Testing with Tag No# PC-14416 From 369-019-DSW-002 To 369-019-SB-002. (Reference Drawing #369-P	Y
Civil	X	N/A	Touch-up for damaged paints on walls and	Perform touch-up for damaged paints on walls and floors of Substation 19.	N
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Termination Torque Testing with Tag No#PC-14416 From 369-019-DSW-002 To 369-019-SB-002. (Reference Drawing #369-P	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Glanding and Termination with Tag No#CC-13672 From 369-019-BC-002 To BATTERY BANK (369-019-SB-002) , TEMP. SENSOR	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Laying /Pulling with Tag No# CC-13673 From TEMP. SENSOR JUNCTION BOX (369-019-JB-013) To BATTERY BANK(369-019-SB-	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Continuity and IR Testing with Tag No# CC-13673 From TEMP. SENSOR JUNCTION BOX (369-019-JB-013) To BATTERY BANK(3	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Equipment Installation	Complete the TEMP. SENSOR, JUNCTION BOX Installation and Functional Testing with Tag No# 369-019-JB-013 . (Reference Drawing #369-A-	Y
Civil	X	N/A	Flood testing for substation roof water	Complete flood testing for substation roof water proofing.	Y
Electrical	X	N/A	Electrical Equipment Installation	Complete The Battery Installation in Battery Rack B 369-019-SB-002. (Reference Drawing #369-A-CB-082841-001-0A2)	Y
Electrical	X	N/A	Electrical Equipment Installation	Complete The Battery Connection and Torqueing in Battery Rack B 369-019-SB-002. (Reference Drawing #369-A-CB-082841-001-0A2)	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Laying /Pulling with Tag No# CC-13676 From 369-019-BC-001 To DDC PANEL, 369-SS019-DDC-002. (Reference Drawing #36	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Glanding and Termination with Tag No#CC-13676 From 369-019-BC-001 To DDC PANEL, 369-SS019-DDC-002. (Reference Dra	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Continuity and IR Testing with Tag No# CC-13676 From 369-019-BC-001 To DDC PANEL, 369-SS019-DDC-002. (Reference D	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Termination Torque Testing with Tag No#CC-13676 From 369-019-BC-001 To DDC PANEL, 369-SS019-DDC-002. (Reference D	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Laying /Pulling with Tag No# CC-13677 From 369-019-BC-002 To DDC PANEL, 369-SS019-DDC-002. (Reference Drawing #36	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Civil	X	N/A	Backfilling and asphalting of substation	Need to be completed prior to approval of final MCC	N
Electrical	X	N/A	Electrical Power Cable	"Complete the Cable Laying /Pulling with Tag No# PC-14372 From 369-SS019-DDC-002 To BATTERY ROOM
HORN. (Reference Drawing #369-P-CD-"	Y
Electrical	X	N/A	Electrical Power Cable	"Complete the Cable Glanding and Termination with Tag No# PC-14372 From 369-SS019-DDC-002 To BATTERY ROOM
HORN. (Reference Drawing #"	Y
Electrical	X	N/A	Electrical Power Cable	"Complete the Cable Continuity and IR Testing with Tag No# PC-14372 From 369-SS019-DDC-002 To BATTERY ROOM
HORN. (Reference Drawing
"	Y
Electrical	X	N/A	Electrical Power Cable	"Complete the Cable Termination Torque Testing with Tag No# PC-14372 From 369-SS019-DDC-002 To BATTERY ROOM
HORN. (Reference Drawing"	Y
Electrical	X	N/A	Electrical Power Cable	"Complete the Cable Laying /Pulling with Tag No# PC-14374 From 369-SS019-DDC-002 To BATTERY ROOM
HORN. (Reference Drawing #369-P-CD-"	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Grounding System	Complete The Grounding Cable Laying/Pulling With Permanent Identification Tag for 369-019-DDC-002. (Reference Drawing #369-P-CB-0830	Y
Electrical	X	N/A	Grounding System	Scop of Work	Y
Civil	X	N/A	Flood testing for substation outdoor sur	Need to be completed prior to approval of final MCC	N
Electrical	X	N/A	Grounding System	Complete the Grounding Cable Termination Torqueing Testing for 369-019-DDC-002. (Reference Drawing #369-P-CB-083009-001-0A2)	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Control Cable	Complete the Cable Continuity and IR Testing with Tag No# CC-13742 From 369-019-PSA-001 To 369-SS019-DDC-002. (Reference Drawing #36	Y
Electrical	X	N/A	Electrical Control Cable	Scop of Work	Y
Electrical	X	N/A	Grounding System	Scop of Work	Y
Electrical	X	N/A	Grounding System	Scop of Work	Y
Electrical	X	N/A	Grounding System	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Civil	X	N/A	Fence for transformer yard area	Complete installation of fence for transformer yard area	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Continuity and IR Testing with Tag No# PC-14554 From 369-019-PP-003 To 369-019-PSA-001. (Reference Drawing #369-P	Y
Electrical	X	N/A	Electrical Power Cable	Scop of Work	Y
Electrical	X	N/A	Grounding System	Complete The Grounding Cable Laying/Pulling With Permanent Identification Tag for 369-019-XFR-001. (Reference Drawing #369-P-CB-0830	Y
Electrical	X	N/A	Grounding System	Complete the Grounding Cable Continuity for 369-019-XFR-001. (Reference Drawing #369-P-CB-083009-001-0A2)	Y
Electrical	X	N/A	Grounding System	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Laying /Pulling with Tag No# PC-14471 From 369-019-MCC-001 To 369-019-XFR-001. (Reference Drawing #369-P-CB-08281	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Glanding and Termination with Tag No#PC-14471 From 369-019-MCC-001 To 369-019-XFR-001. (Reference Drawing #369-P-	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Continuity and IR Testing with Tag No# PC-14471 From 369-019-MCC-001 To 369-019-XFR-001. (Reference Drawing #369-	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Termination Torque Testing with Tag No#PC-14471 From 369-019-MCC-001 To 369-019-XFR-001. (Reference Drawing #369-	Y
Electrical	X	N/A	Grounding System	Scop of Work	Y
IT	X	N/A	IT sign is not installed on the cabinet	IT sign is not installed on the cabinet	N
Electrical	X	N/A	Underground cable marker	Complete installation of underground cable marker for all outdoor surrounding area of Substation 19.	N
Electrical	X	N/A	Grounding System	Scop of Work	Y
Electrical	X	N/A	Grounding System	Scop of Work	Y
Electrical	X	N/A	Electrical Power Cable	Complete the Cable Laying /Pulling with Tag No# PC-14473 From 369-019-XFR-001 To 369-019-PP-001. (Reference Drawing #369-P-CB-082875	Y
